District,Title,AddressLine2,AddressLine1,AddressLine3,AddressLine4,Telephone,Fax,LastName,
NC01,US Representative,US House of Representatives,The Honorable G.K. Butterfield,216 West Nash Street Suite B,"Wilson, NC 27893-3802",(252) 237-9816,(252) 291-0356,Butterfield,27893-3802
VA10,US Representative,US House of Representatives,The Honorable Frank R. Wolf,110 North Cameron Street ,"Winchester, VA 22601-4730",(540) 667-0990,(540) 678-0402,Wolf,22601-4730
IN03,US Representative,US House of Representatives,The Honorable Marlin A. Stutzman,700 Park Avenue Suite D,"Winona Lake, IN 46590-1066",(574) 269-1940,(574) 269-3112,Stutzman,46590-1066
FL08,US Representative,US House of Representatives,The Honorable Daniel A. Webster,300 West Plant Street ,"Winter Garden, FL 34787-3009",(407) 654-5705,,Webster,34787-3009
VA11,US Representative,US House of Representatives,The Honorable Gerald E. Connolly,4308 Ridgewood Center Drive ,"Woodbridge, VA 22192-5307",(703) 670-4989,(703) 670-6042,Connolly,22192-5307
MN06,US Representative,US House of Representatives,The Honorable Michele M. Bachmann,6043 Hudson Road Suite 330,"Woodbury, MN 55125-1004",(651) 731-5400,(651) 731-6650,Bachmann,55125-1004
NJ01,US Representative,US House of Representatives,The Honorable Robert E. Andrews,63 North Broad Street ,"Woodbury, NJ 08096-4602",(856) 848-3900,(856) 848-8341,Andrews,08096-4602
CA01,US Representative,US House of Representatives,The Honorable Mike C. Thompson,712 Main Street Suite 101,"Woodland, CA 95695-3478",(530) 662-5272,(530) 662-5163,Thompson,95695-3478
OK03,US Representative,US House of Representatives,The Honorable Frank D. Lucas,2728 Williams Avenue Suite F,"Woodward, OK 73801-5853",(580) 256-5752,(580) 254-3047,Lucas,73801-5853
MA03,US Representative,US House of Representatives,The Honorable Jim P. McGovern,34 Mechanic Street 1st Floor,"Worcester, MA 01608-2424",(508) 831-7356,(508) 754-0982,McGovern,01608-2424
PA06,US Representative,US House of Representatives,The Honorable Jim Gerlach,840 North Park Road ,"Wyomissing, PA 19610-1307",(610) 376-7630,(610) 376-7633,Gerlach,19610-1307
WA04,US Representative,US House of Representatives,The Honorable Doc Hastings,402 East Yakima Avenue Suite 760,"Yakima, WA 98901-5410",(509) 452-3243,(509) 452-3438,Hastings,98901-5410
PA19,US Representative,US House of Representatives,The Honorable Todd Russell Platts,2209 East Market Street ,"York, PA 17402-2853",(717) 600-1919,(717) 757-5001,Platts,17402-2853
VA01,US Representative,US House of Representatives,The Honorable Rob Wittman,4904-B George Washington Memorial Highway ,"Yorktown, VA 23692-2769",(757) 874-6687,(757) 874-7164,Wittman,23692-2769
OH17,US Representative,US House of Representatives,The Honorable Tim Ryan,241 West Federal Street ,"Youngstown, OH 44503-1207",(330) 740-0193,(330) 740-0182,Ryan,44503-1207
MI15,US Representative,US House of Representatives,The Honorable John D. Dingell,301 West Michigan Avenue Suite 305,"Ypsilanti, MI 48197-5450",(734) 481-1100,(734) 481-1112,Dingell,48197-5450
OK03,US Representative,US House of Representatives,The Honorable Frank D. Lucas,10952 Northwest Expressway Suite B,"Yukon, OK 73099-8214",(405) 373-1958,(405) 373-2046,Lucas,73099-8214
OH18,US Representative,US House of Representatives,The Honorable Bob Gibbs,1166 Military Road ,"Zanesville, OH 43701-1562",,(740) 452-2557,Gibbs,43701-1562
